User_ID,Name,City,Birth_Date,Interests,Gender,Interest_Categories,max_prob,Profession,Latitude,Longitude,Birth_Year,Age
2251,Guddattuu Qabataa,Debre Zeit,1979-04-25,"['User Experience', 'Calligraphy', 'Astronomy', 'Coaching', 'Journaling']",Female,"['Arts & Creativity', 'Science & Technology', 'Business & Entrepreneurship', 'Cultural & Social Activities']",2,Blockchain Developer,9.365946277721502,39.33793902047199,1979,45
2252,Barrisee Ketema,Assosa,1993-03-12,"['Information Security', 'Farming', 'Chess', 'Painting', 'Coffee Culture', 'Iconography']",Female,"['Animals & Nature', 'Arts & Creativity', 'Science & Technology', 'Games & Hobbies', 'Cultural & Social Activities']",2,Journalist,10.52153487620715,34.522237717213144,1993,31
2253,Angaatuu Fayyeeraa,Yirgalem,2003-06-30,"['Board Games', 'Chess', 'Film']",Female,"['Arts & Creativity', 'Games & Hobbies']",2,Graphic Designer,6.493928160997541,38.82985198842831,2003,21
2254,Jaalannee Xaafaa,Welenchiti,2000-08-16,"['Artificial Intelligence', 'Swimming', 'Geocaching']",Female,"['Sports & Fitness', 'Science & Technology', 'Games & Hobbies']",1,Metaverse Developer,9.324176403712729,39.578836888199305,2000,24
2255,Ennat Gurmeessaa,Wendo Genet,1962-05-04,"['Cycling', 'Skateboarding', 'Photography', 'Skating', 'Engineering', 'Music Performance / Production', 'Sailing']",Female,"['Arts & Creativity', 'Sports & Fitness', 'Science & Technology']",4,Professional Athlete,7.153949900085125,38.10284722686536,1962,62
2256,Mizan Dhiinsaa,Boh,1980-08-06,"['Technology', 'Journalism', 'Wrestling', 'Writing', 'Carpentry']",Female,"['Arts & Creativity', 'Sports & Fitness', 'Science & Technology', 'Business & Entrepreneurship', 'Cultural & Social Activities']",1,Legislative Advisor,6.448785237438493,44.92126589539931,1980,44
2257,Dinah Tadesse,Dhera,1978-03-09,"['Carpentry', 'Poker', 'Cultural Activities', 'Table Tennis', 'Journalism']",Female,"['Arts & Creativity', 'Sports & Fitness', 'Business & Entrepreneurship', 'Games & Hobbies', 'Cultural & Social Activities']",1,Financial Analyst,8.394461478113705,37.80576251701022,1978,46
2258,Aagituu Abdulahi,Gidole,1957-11-28,"['Game Mods', 'Geocaching', 'Carpentry']",Female,"['Arts & Creativity', 'Science & Technology', 'Games & Hobbies']",1,Film Director,6.13279628988051,35.814599928832486,1957,67
2259,Ganamee Lammeesaa,Dodola,1955-07-30,"['Horseback Riding', 'Science', 'Aquariums', 'Wine Tasting', 'Sailing']",Female,"['Animals & Nature', 'Sports & Fitness', 'Science & Technology', 'Cultural & Social Activities']",2,Sports Coach,6.874517973934696,39.38804565167285,1955,69
2260,Giiftii Dabalaa,Guder,1976-08-20,"['Board Games', 'Safari', 'Nature Photography', 'Windsurfing / Kitesurfing', 'Investing', 'Dance']",Female,"['Animals & Nature', 'Arts & Creativity', 'Sports & Fitness', 'Business & Entrepreneurship', 'Games & Hobbies']",2,Environmental Scientist,8.214457420900953,37.45816161652769,1976,48
