User_ID,Name,City,Birth_Date,Interests,Gender,Interest_Categories,max_prob,Profession,Latitude,Longitude,Birth_Year,Age
5251,Temesgen Endalkachew,Chencha,1987-11-01,"['Environmental Action', 'Exercise', 'Puzzles', 'Skiing / Snowboarding', 'Martial Arts', 'Songwriting', 'Wildlife']",Male,"['Animals & Nature', 'Arts & Creativity', 'Sports & Fitness', 'Games & Hobbies']",3,Fitness Trainer,5.929931428082005,38.11408853890809,1987,37
5252,Nega Kanarraa,Abomsa,2009-01-07,"['Volunteering', 'Artificial Intelligence', 'Game Mods', 'Environmental Action']",Male,"['Animals & Nature', 'Science & Technology', 'Business & Entrepreneurship']",2,Blockchain Developer,10.772495530909094,40.02428204097061,2009,15
5253,Haile-Selassie Besufekad,Hargele,1988-11-11,"['User Experience', 'Drawing', 'Coffee Culture', 'Carpentry']",Male,"['Arts & Creativity', 'Science & Technology', 'Cultural & Social Activities']",2,Film Director,7.667438296077339,44.39061336020624,1988,36
5254,Eebbisaa Melaku,Gambela,2000-11-08,"['Comic Books / Manga', 'Concerts', 'Robotics', 'Poker', 'Cycling', 'Skating', 'Languages']",Male,"['Arts & Creativity', 'Sports & Fitness', 'Science & Technology', 'Games & Hobbies', 'Cultural & Social Activities']",2,Legislative Advisor,8.724523263010672,33.92540412172815,2000,24
5255,Dammashee Gidaadaa,Adet,1962-03-27,"['Film', 'Skiing / Snowboarding', 'Astronomy', 'Music Performance / Production', 'Coding', 'Puzzles', 'Engineering']",Male,"['Arts & Creativity', 'Sports & Fitness', 'Science & Technology', 'Games & Hobbies']",3,Blockchain Developer,11.741762601127332,37.27859655397521,1962,62
5256,Berhanu Ofirraa,Awash Fentale,1979-11-20,"['Journaling', 'Iconography', 'Fashion', 'Languages']",Male,"['Arts & Creativity', 'Cultural & Social Activities']",2,Digital Content Creator,11.72399754431568,41.21297981802788,1979,45
5257,Desta Worku,Filtu,1981-01-03,"['Music Performance / Production', 'Design', 'Maintenance & Repair', 'Team Sports', 'Songwriting']",Male,"['Arts & Creativity', 'Sports & Fitness', 'Science & Technology']",3,Digital Content Creator,6.65301377547578,43.71978461746858,1981,43
5258,Legesse Yosef,Kemise,1963-01-15,"['Information Security', 'Horseback Riding', 'Journalism', 'Entrepreneurship', 'Fundraising', 'Sailing', 'Martial Arts', 'Track & Field']",Male,"['Sports & Fitness', 'Science & Technology', 'Business & Entrepreneurship']",4,Fitness Trainer,10.131820789868833,39.32127635219661,1963,61
5259,Daawwitii Shifferaw,Teru,1969-09-20,"['Hiking', 'Interior Design', 'Volunteering']",Male,"['Animals & Nature', 'Arts & Creativity', 'Business & Entrepreneurship']",1,Music Producer,11.823967958009703,41.27595953494904,1969,55
5260,Zewdu Iddoosaa,Goba,1976-08-13,"['Horseback Riding', 'Music', 'Aquariums']",Male,"['Animals & Nature', 'Arts & Creativity', 'Sports & Fitness']",1,Farm Manager,7.278231746853002,39.30626244674945,1976,48
