User_ID,Name,City,Birth_Date,Interests,Gender,Interest_Categories,max_prob,Profession,Latitude,Longitude,Birth_Year,Age
11001,Dhiinsaa Robel,Rama,2003-11-26,"['Baking', 'Golf', 'Artificial Intelligence', 'Environmental Action']",Male,"['Science & Technology', 'Cultural & Social Activities', 'Games & Hobbies', 'Animals & Nature']",1,Investment Banker,13.445646543078562,39.50073239095726,2003,21
11002,Kanhiriyyaa Angaasaa,Gewane,2002-12-30,"['Nail Art', 'Hiking', 'Birdwatching', 'Comic Books / Manga', 'Skating', 'Camping', 'Electronics', 'Reuse']",Male,"['Cultural & Social Activities', 'Business & Entrepreneurship']",3,Stock Market Trader,9.415783433737897,40.92788698753204,2002,22
11003,Tarik Eyobel,Hawzen,2008-01-22,"['Music Performance / Production', 'Skating', 'Cultural Activities']",Male,"['Games & Hobbies', 'Sports & Fitness', 'Animals & Nature']",1,Auditor,13.838814924399898,40.09708862238534,2008,16
11004,Endalkachew Beyene,Debre Werk,1997-10-06,"['Farming', 'Entrepreneurship', 'Woodworking', 'Bodybuilding / Weight Lifting', 'Art', 'Filmmaking', 'Coffee Culture', 'History']",Male,['Sports & Fitness'],3,Stock Market Trader,10.988608332631438,38.31599143480235,1997,27
11005,Hundumaa Baacaa,Wolaita Sodo,1982-04-14,"['Skating', 'Artificial Intelligence', 'Coaching', 'Languages', 'Entrepreneurship']",Male,"['Games & Hobbies', 'Animals & Nature']",2,Food Processing Engineer,6.96241122476732,37.16753198749164,1982,42
11006,Zelalem Abdi,Wereta,1970-04-18,"['Cheerleading', 'Carpentry', 'Small Business', 'Musical Instruments', 'Painting', 'Music Performance / Production', 'Chess']",Male,['Arts & Creativity'],4,Agricultural Scientist,12.886995455517082,38.00448234417589,1970,54
11007,Ezana Waaqjedhaa,Semera,1981-12-05,"['Nail Art', 'Track & Field', 'Comic Books / Manga', 'Electronics', 'Music Performance / Production']",Male,"['Games & Hobbies', 'Animals & Nature', 'Science & Technology', 'Arts & Creativity']",3,Veterinarian,11.878489036415216,40.90874282824937,1981,43
11008,Bekele Negash,Gebre Guracha,1974-10-03,"['Performance Art', 'Filmmaking', 'Sculpting', 'Journaling', 'Wildlife', 'Botany']",Male,"['Science & Technology', 'Arts & Creativity', 'Animals & Nature', 'Cultural & Social Activities']",3,Film Director,9.288146915987848,38.80876156177174,1974,50
11009,Irranaa Israel,Ambo,1983-12-17,"['Skating', 'Snorkeling', 'Bodybuilding / Weight Lifting', 'Game Mods', 'Cycling']",Male,"['Science & Technology', 'Arts & Creativity']",3,AgriTech Specialist,9.242813021981656,37.504395570456566,1983,41
11010,Mitiku Sisay,Addis Alem,1959-02-18,"['Theatre', 'Technology', 'Drawing', 'Simple Living / Minimalism']",Male,"['Sports & Fitness', 'Science & Technology', 'Animals & Nature']",3,Graphic Designer,8.549045696620817,38.128860890985415,1959,65
