User_ID,Name,City,Birth_Date,Interests,Gender,Interest_Categories,max_prob,Profession,Latitude,Longitude,Birth_Year,Age
10251,Feeti Debebe,Afambo,1999-02-07,"['Dance', 'Theatre', 'Go', 'Running']",Female,"['Animals & Nature', 'Games & Hobbies', 'Sports & Fitness', 'Science & Technology']",2,Fitness Trainer,12.003392865808465,41.45402212525963,1999,25
10252,Laalii Israel,Tarcha,1965-01-24,"['Writing', 'Video Games', 'Hiking', 'Skating', 'Interior Design', 'Aquariums']",Female,['Animals & Nature'],2,Government Economist,6.838132279672722,37.42782701185933,1965,59
10253,Liyou Tibebu,Enjibara,1993-11-15,"['Boxing', 'Skateboarding', 'Kite Flying', 'Journalism', 'Artificial Intelligence', 'Public Speaking', 'Music Performance / Production']",Female,"['Sports & Fitness', 'Science & Technology', 'Animals & Nature', 'Arts & Creativity']",3,AI/ML Engineer,10.433926607760808,37.86342016713855,1993,31
10254,Giiftii Seyoum,Ambo,1971-03-22,"['Journalism', 'Bodybuilding / Weight Lifting', 'Nature Photography', 'Photography', 'Surfing / Bodyboarding', 'Horseback Riding', 'Coding', 'Tea Culture']",Female,"['Science & Technology', 'Cultural & Social Activities', 'Arts & Creativity']",3,Graphic Designer,9.277736295794082,37.705889752410194,1971,53
10255,Meetii Seyoum,Batu,1961-03-18,"['Skateboarding', 'Bodybuilding / Weight Lifting', 'Camping', 'Live Action Role-playing']",Female,"['Science & Technology', 'Business & Entrepreneurship', 'Sports & Fitness']",2,Tax Consultant,7.958010979932989,38.043668570583016,1961,63
10256,Wuhib Dorgee,Waliso,1989-12-24,"['Coding', 'Geocaching', 'Museums', 'Card Games', 'Cooking / Culinary Arts', 'Performance Art', 'Languages', 'Aquariums']",Female,['Arts & Creativity'],3,Stock Market Trader,9.23080340916337,37.54692704704389,1989,35
10257,Boontuu Alebachew,Sheraro,1968-05-26,"['Kite Flying', 'Aquariums', 'Computing', 'Environmental Action', 'Drawing', 'Track & Field']",Female,"['Animals & Nature', 'Science & Technology', 'Arts & Creativity']",2,Hydrologist,13.880228551194907,38.76085094839674,1968,56
10258,Dammee Goobanaa,Gore,2006-11-13,"['Travel', 'Cosplay', 'Museums']",Female,['Arts & Creativity'],2,Entrepreneur,7.765956896808007,36.08089728360194,2006,18
10259,Liya Hundumaa,Waliso,1982-09-04,"['Volunteering', 'Orienteering', 'Safari', 'Simple Living / Minimalism', 'Martial Arts', 'Swimming', 'Hiking', 'Beekeeping']",Female,"['Animals & Nature', 'Sports & Fitness', 'Arts & Creativity', 'Business & Entrepreneurship']",3,Soil Scientist,8.669621886186789,38.67194819488328,1982,42
10260,Kiilolee Yonathan,Assosa,2005-11-14,"['Crafts', 'Entrepreneurship', 'Nail Art', 'Debate', 'Card Games', 'Coaching']",Female,"['Science & Technology', 'Sports & Fitness', 'Cultural & Social Activities']",3,Microfinance Specialist,10.264461656378597,34.59101941132278,2005,19
10261,Fayyisee Demissie,Fadis,1999-05-20,"['Fashion', 'Gymnastics', 'Animation', 'Go']",Female,"['Business & Entrepreneurship', 'Sports & Fitness', 'Animals & Nature', 'Arts & Creativity']",2,Data Scientist,8.532175556385498,38.601750140532815,1999,25
10262,Kebron Seifu,Sagure,2000-08-20,"['Visual Communication & Design', 'Table Tennis', 'Media Production', 'Iconography', 'Go']",Female,"['Business & Entrepreneurship', 'Animals & Nature', 'Cultural & Social Activities', 'Sports & Fitness']",2,Music Producer,9.318210424727669,39.1145887917412,2000,24
10263,Naanaatii Guddisaa,Teru,1959-03-06,"['Music', 'Aquariums', 'Small Business', 'Museums', 'Snorkeling', 'Improv', 'Crafts']",Female,['Games & Hobbies'],2,IT Manager,11.917584510968004,41.350111813475735,1959,65
10264,Ewnet Solomon,Wolaita,1955-02-10,"['Gardening', 'Botany', 'Music Performance / Production', 'Filmmaking']",Female,"['Sports & Fitness', 'Games & Hobbies', 'Science & Technology']",2,Tax Consultant,6.290743978388161,36.96396544604316,1955,69
10265,Laalii Bantii,Shiraro,1988-05-08,"['Sailing', 'Cosplay', 'Track & Field']",Female,"['Sports & Fitness', 'Games & Hobbies']",2,Government Economist,13.888077746637853,39.65443685238322,1988,36
10266,Sooranee Dhiinsaa,Alem Gena,1966-01-14,"['Swimming', 'Reading', 'Engineering', 'Climbing', 'User Experience']",Female,['Cultural & Social Activities'],2,GIS Specialist,8.944777347363797,38.74595552794083,1966,58
10267,Maleda Lemi,Moyale,2003-11-30,"['Skiing / Snowboarding', 'Wrestling', 'Performance Art', 'Aquariums', 'Origami', 'Tea Culture', 'Snorkeling', 'Table Tennis']",Female,['Games & Hobbies'],3,Music Producer,4.262749954404881,39.27784524699602,2003,21
